"","--dataset","--n_obs","--dim_in","--rep","--path"
"4896","complex",1000,50,16,"mi"
"4897","linear",100,100,16,"mi"
"4898","rbf",100,100,16,"mi"
"4899","matern32",100,100,16,"mi"
"4900","complex",100,100,16,"mi"
"4901","linear",200,100,16,"mi"
"4902","rbf",200,100,16,"mi"
"4903","matern32",200,100,16,"mi"
"4904","complex",200,100,16,"mi"
"4905","linear",500,100,16,"mi"
"4906","rbf",500,100,16,"mi"
"4907","matern32",500,100,16,"mi"
"4908","complex",500,100,16,"mi"
"4909","linear",1000,100,16,"mi"
"4910","rbf",1000,100,16,"mi"
"4911","matern32",1000,100,16,"mi"
"4912","complex",1000,100,16,"mi"
"4913","linear",100,200,16,"mi"
"4914","rbf",100,200,16,"mi"
"4915","matern32",100,200,16,"mi"
"4916","complex",100,200,16,"mi"
"4917","linear",200,200,16,"mi"
"4918","rbf",200,200,16,"mi"
"4919","matern32",200,200,16,"mi"
"4920","complex",200,200,16,"mi"
"4921","linear",500,200,16,"mi"
"4922","rbf",500,200,16,"mi"
"4923","matern32",500,200,16,"mi"
"4924","complex",500,200,16,"mi"
"4925","linear",1000,200,16,"mi"
"4926","rbf",1000,200,16,"mi"
"4927","matern32",1000,200,16,"mi"
"4928","complex",1000,200,16,"mi"
"4929","linear",100,25,17,"mi"
"4930","rbf",100,25,17,"mi"
"4931","matern32",100,25,17,"mi"
"4932","complex",100,25,17,"mi"
"4933","linear",200,25,17,"mi"
"4934","rbf",200,25,17,"mi"
"4935","matern32",200,25,17,"mi"
"4936","complex",200,25,17,"mi"
"4937","linear",500,25,17,"mi"
"4938","rbf",500,25,17,"mi"
"4939","matern32",500,25,17,"mi"
"4940","complex",500,25,17,"mi"
"4941","linear",1000,25,17,"mi"
"4942","rbf",1000,25,17,"mi"
"4943","matern32",1000,25,17,"mi"
"4944","complex",1000,25,17,"mi"
"4945","linear",100,50,17,"mi"
"4946","rbf",100,50,17,"mi"
"4947","matern32",100,50,17,"mi"
"4948","complex",100,50,17,"mi"
"4949","linear",200,50,17,"mi"
"4950","rbf",200,50,17,"mi"
"4951","matern32",200,50,17,"mi"
"4952","complex",200,50,17,"mi"
"4953","linear",500,50,17,"mi"
"4954","rbf",500,50,17,"mi"
"4955","matern32",500,50,17,"mi"
"4956","complex",500,50,17,"mi"
"4957","linear",1000,50,17,"mi"
"4958","rbf",1000,50,17,"mi"
"4959","matern32",1000,50,17,"mi"
"4960","complex",1000,50,17,"mi"
"4961","linear",100,100,17,"mi"
"4962","rbf",100,100,17,"mi"
"4963","matern32",100,100,17,"mi"
"4964","complex",100,100,17,"mi"
"4965","linear",200,100,17,"mi"
"4966","rbf",200,100,17,"mi"
"4967","matern32",200,100,17,"mi"
"4968","complex",200,100,17,"mi"
"4969","linear",500,100,17,"mi"
"4970","rbf",500,100,17,"mi"
"4971","matern32",500,100,17,"mi"
"4972","complex",500,100,17,"mi"
"4973","linear",1000,100,17,"mi"
"4974","rbf",1000,100,17,"mi"
"4975","matern32",1000,100,17,"mi"
"4976","complex",1000,100,17,"mi"
"4977","linear",100,200,17,"mi"
"4978","rbf",100,200,17,"mi"
"4979","matern32",100,200,17,"mi"
"4980","complex",100,200,17,"mi"
"4981","linear",200,200,17,"mi"
"4982","rbf",200,200,17,"mi"
"4983","matern32",200,200,17,"mi"
"4984","complex",200,200,17,"mi"
"4985","linear",500,200,17,"mi"
"4986","rbf",500,200,17,"mi"
"4987","matern32",500,200,17,"mi"
"4988","complex",500,200,17,"mi"
"4989","linear",1000,200,17,"mi"
"4990","rbf",1000,200,17,"mi"
"4991","matern32",1000,200,17,"mi"
"4992","complex",1000,200,17,"mi"
"4993","linear",100,25,18,"mi"
"4994","rbf",100,25,18,"mi"
"4995","matern32",100,25,18,"mi"
"4996","complex",100,25,18,"mi"
"4997","linear",200,25,18,"mi"
"4998","rbf",200,25,18,"mi"
"4999","matern32",200,25,18,"mi"
"5000","complex",200,25,18,"mi"
"5001","linear",500,25,18,"mi"
"5002","rbf",500,25,18,"mi"
"5003","matern32",500,25,18,"mi"
"5004","complex",500,25,18,"mi"
"5005","linear",1000,25,18,"mi"
"5006","rbf",1000,25,18,"mi"
"5007","matern32",1000,25,18,"mi"
"5008","complex",1000,25,18,"mi"
"5009","linear",100,50,18,"mi"
"5010","rbf",100,50,18,"mi"
"5011","matern32",100,50,18,"mi"
"5012","complex",100,50,18,"mi"
"5013","linear",200,50,18,"mi"
"5014","rbf",200,50,18,"mi"
"5015","matern32",200,50,18,"mi"
"5016","complex",200,50,18,"mi"
"5017","linear",500,50,18,"mi"
"5018","rbf",500,50,18,"mi"
"5019","matern32",500,50,18,"mi"
"5020","complex",500,50,18,"mi"
"5021","linear",1000,50,18,"mi"
"5022","rbf",1000,50,18,"mi"
"5023","matern32",1000,50,18,"mi"
"5024","complex",1000,50,18,"mi"
"5025","linear",100,100,18,"mi"
"5026","rbf",100,100,18,"mi"
"5027","matern32",100,100,18,"mi"
"5028","complex",100,100,18,"mi"
"5029","linear",200,100,18,"mi"
"5030","rbf",200,100,18,"mi"
"5031","matern32",200,100,18,"mi"
"5032","complex",200,100,18,"mi"
"5033","linear",500,100,18,"mi"
"5034","rbf",500,100,18,"mi"
"5035","matern32",500,100,18,"mi"
"5036","complex",500,100,18,"mi"
"5037","linear",1000,100,18,"mi"
"5038","rbf",1000,100,18,"mi"
"5039","matern32",1000,100,18,"mi"
"5040","complex",1000,100,18,"mi"
"5041","linear",100,200,18,"mi"
"5042","rbf",100,200,18,"mi"
"5043","matern32",100,200,18,"mi"
"5044","complex",100,200,18,"mi"
"5045","linear",200,200,18,"mi"
"5046","rbf",200,200,18,"mi"
"5047","matern32",200,200,18,"mi"
"5048","complex",200,200,18,"mi"
"5049","linear",500,200,18,"mi"
"5050","rbf",500,200,18,"mi"
"5051","matern32",500,200,18,"mi"
"5052","complex",500,200,18,"mi"
"5053","linear",1000,200,18,"mi"
"5054","rbf",1000,200,18,"mi"
"5055","matern32",1000,200,18,"mi"
"5056","complex",1000,200,18,"mi"
"5057","linear",100,25,19,"mi"
"5058","rbf",100,25,19,"mi"
"5059","matern32",100,25,19,"mi"
"5060","complex",100,25,19,"mi"
"5061","linear",200,25,19,"mi"
"5062","rbf",200,25,19,"mi"
"5063","matern32",200,25,19,"mi"
"5064","complex",200,25,19,"mi"
"5065","linear",500,25,19,"mi"
"5066","rbf",500,25,19,"mi"
"5067","matern32",500,25,19,"mi"
"5068","complex",500,25,19,"mi"
"5069","linear",1000,25,19,"mi"
"5070","rbf",1000,25,19,"mi"
"5071","matern32",1000,25,19,"mi"
"5072","complex",1000,25,19,"mi"
"5073","linear",100,50,19,"mi"
"5074","rbf",100,50,19,"mi"
"5075","matern32",100,50,19,"mi"
"5076","complex",100,50,19,"mi"
"5077","linear",200,50,19,"mi"
"5078","rbf",200,50,19,"mi"
"5079","matern32",200,50,19,"mi"
"5080","complex",200,50,19,"mi"
"5081","linear",500,50,19,"mi"
"5082","rbf",500,50,19,"mi"
"5083","matern32",500,50,19,"mi"
"5084","complex",500,50,19,"mi"
"5085","linear",1000,50,19,"mi"
"5086","rbf",1000,50,19,"mi"
"5087","matern32",1000,50,19,"mi"
"5088","complex",1000,50,19,"mi"
"5089","linear",100,100,19,"mi"
"5090","rbf",100,100,19,"mi"
"5091","matern32",100,100,19,"mi"
"5092","complex",100,100,19,"mi"
"5093","linear",200,100,19,"mi"
"5094","rbf",200,100,19,"mi"
"5095","matern32",200,100,19,"mi"
"5096","complex",200,100,19,"mi"
"5097","linear",500,100,19,"mi"
"5098","rbf",500,100,19,"mi"
"5099","matern32",500,100,19,"mi"
"5100","complex",500,100,19,"mi"
"5101","linear",1000,100,19,"mi"
"5102","rbf",1000,100,19,"mi"
"5103","matern32",1000,100,19,"mi"
"5104","complex",1000,100,19,"mi"
"5105","linear",100,200,19,"mi"
"5106","rbf",100,200,19,"mi"
"5107","matern32",100,200,19,"mi"
"5108","complex",100,200,19,"mi"
"5109","linear",200,200,19,"mi"
"5110","rbf",200,200,19,"mi"
"5111","matern32",200,200,19,"mi"
"5112","complex",200,200,19,"mi"
"5113","linear",500,200,19,"mi"
"5114","rbf",500,200,19,"mi"
"5115","matern32",500,200,19,"mi"
"5116","complex",500,200,19,"mi"
"5117","linear",1000,200,19,"mi"
"5118","rbf",1000,200,19,"mi"
"5119","matern32",1000,200,19,"mi"
"5120","complex",1000,200,19,"mi"
"5121","linear",50,25,0,"heart"
"5122","rbf",50,25,0,"heart"
"5123","matern32",50,25,0,"heart"
"5124","complex",50,25,0,"heart"
"5125","linear",100,25,0,"heart"
"5126","rbf",100,25,0,"heart"
"5127","matern32",100,25,0,"heart"
"5128","complex",100,25,0,"heart"
"5129","linear",150,25,0,"heart"
"5130","rbf",150,25,0,"heart"
"5131","matern32",150,25,0,"heart"
"5132","complex",150,25,0,"heart"
"5133","linear",257,25,0,"heart"
"5134","rbf",257,25,0,"heart"
"5135","matern32",257,25,0,"heart"
"5136","complex",257,25,0,"heart"
"5137","linear",50,50,0,"heart"
"5138","rbf",50,50,0,"heart"
"5139","matern32",50,50,0,"heart"
"5140","complex",50,50,0,"heart"
"5141","linear",100,50,0,"heart"
"5142","rbf",100,50,0,"heart"
"5143","matern32",100,50,0,"heart"
"5144","complex",100,50,0,"heart"
"5145","linear",150,50,0,"heart"
"5146","rbf",150,50,0,"heart"
"5147","matern32",150,50,0,"heart"
"5148","complex",150,50,0,"heart"
"5149","linear",257,50,0,"heart"
"5150","rbf",257,50,0,"heart"
"5151","matern32",257,50,0,"heart"
"5152","complex",257,50,0,"heart"
"5153","linear",50,100,0,"heart"
"5154","rbf",50,100,0,"heart"
"5155","matern32",50,100,0,"heart"
"5156","complex",50,100,0,"heart"
"5157","linear",100,100,0,"heart"
"5158","rbf",100,100,0,"heart"
"5159","matern32",100,100,0,"heart"
"5160","complex",100,100,0,"heart"
"5161","linear",150,100,0,"heart"
"5162","rbf",150,100,0,"heart"
"5163","matern32",150,100,0,"heart"
"5164","complex",150,100,0,"heart"
"5165","linear",257,100,0,"heart"
"5166","rbf",257,100,0,"heart"
"5167","matern32",257,100,0,"heart"
"5168","complex",257,100,0,"heart"
"5169","linear",50,200,0,"heart"
"5170","rbf",50,200,0,"heart"
"5171","matern32",50,200,0,"heart"
"5172","complex",50,200,0,"heart"
"5173","linear",100,200,0,"heart"
"5174","rbf",100,200,0,"heart"
"5175","matern32",100,200,0,"heart"
"5176","complex",100,200,0,"heart"
"5177","linear",150,200,0,"heart"
"5178","rbf",150,200,0,"heart"
"5179","matern32",150,200,0,"heart"
"5180","complex",150,200,0,"heart"
"5181","linear",257,200,0,"heart"
"5182","rbf",257,200,0,"heart"
"5183","matern32",257,200,0,"heart"
"5184","complex",257,200,0,"heart"
"5185","linear",50,25,1,"heart"
"5186","rbf",50,25,1,"heart"
"5187","matern32",50,25,1,"heart"
"5188","complex",50,25,1,"heart"
"5189","linear",100,25,1,"heart"
"5190","rbf",100,25,1,"heart"
"5191","matern32",100,25,1,"heart"
"5192","complex",100,25,1,"heart"
"5193","linear",150,25,1,"heart"
"5194","rbf",150,25,1,"heart"
"5195","matern32",150,25,1,"heart"
"5196","complex",150,25,1,"heart"
"5197","linear",257,25,1,"heart"
"5198","rbf",257,25,1,"heart"
"5199","matern32",257,25,1,"heart"
"5200","complex",257,25,1,"heart"
"5201","linear",50,50,1,"heart"
"5202","rbf",50,50,1,"heart"
"5203","matern32",50,50,1,"heart"
"5204","complex",50,50,1,"heart"
"5205","linear",100,50,1,"heart"
"5206","rbf",100,50,1,"heart"
"5207","matern32",100,50,1,"heart"
"5208","complex",100,50,1,"heart"
"5209","linear",150,50,1,"heart"
"5210","rbf",150,50,1,"heart"
"5211","matern32",150,50,1,"heart"
"5212","complex",150,50,1,"heart"
"5213","linear",257,50,1,"heart"
"5214","rbf",257,50,1,"heart"
"5215","matern32",257,50,1,"heart"
"5216","complex",257,50,1,"heart"
"5217","linear",50,100,1,"heart"
"5218","rbf",50,100,1,"heart"
"5219","matern32",50,100,1,"heart"
"5220","complex",50,100,1,"heart"
"5221","linear",100,100,1,"heart"
"5222","rbf",100,100,1,"heart"
"5223","matern32",100,100,1,"heart"
"5224","complex",100,100,1,"heart"
"5225","linear",150,100,1,"heart"
"5226","rbf",150,100,1,"heart"
"5227","matern32",150,100,1,"heart"
"5228","complex",150,100,1,"heart"
"5229","linear",257,100,1,"heart"
"5230","rbf",257,100,1,"heart"
"5231","matern32",257,100,1,"heart"
"5232","complex",257,100,1,"heart"
"5233","linear",50,200,1,"heart"
"5234","rbf",50,200,1,"heart"
"5235","matern32",50,200,1,"heart"
"5236","complex",50,200,1,"heart"
"5237","linear",100,200,1,"heart"
"5238","rbf",100,200,1,"heart"
"5239","matern32",100,200,1,"heart"
"5240","complex",100,200,1,"heart"
"5241","linear",150,200,1,"heart"
"5242","rbf",150,200,1,"heart"
"5243","matern32",150,200,1,"heart"
"5244","complex",150,200,1,"heart"
"5245","linear",257,200,1,"heart"
"5246","rbf",257,200,1,"heart"
"5247","matern32",257,200,1,"heart"
"5248","complex",257,200,1,"heart"
"5249","linear",50,25,2,"heart"
"5250","rbf",50,25,2,"heart"
"5251","matern32",50,25,2,"heart"
"5252","complex",50,25,2,"heart"
"5253","linear",100,25,2,"heart"
"5254","rbf",100,25,2,"heart"
"5255","matern32",100,25,2,"heart"
"5256","complex",100,25,2,"heart"
"5257","linear",150,25,2,"heart"
"5258","rbf",150,25,2,"heart"
"5259","matern32",150,25,2,"heart"
"5260","complex",150,25,2,"heart"
"5261","linear",257,25,2,"heart"
"5262","rbf",257,25,2,"heart"
"5263","matern32",257,25,2,"heart"
"5264","complex",257,25,2,"heart"
"5265","linear",50,50,2,"heart"
"5266","rbf",50,50,2,"heart"
"5267","matern32",50,50,2,"heart"
"5268","complex",50,50,2,"heart"
"5269","linear",100,50,2,"heart"
"5270","rbf",100,50,2,"heart"
"5271","matern32",100,50,2,"heart"
"5272","complex",100,50,2,"heart"
"5273","linear",150,50,2,"heart"
"5274","rbf",150,50,2,"heart"
"5275","matern32",150,50,2,"heart"
"5276","complex",150,50,2,"heart"
"5277","linear",257,50,2,"heart"
"5278","rbf",257,50,2,"heart"
"5279","matern32",257,50,2,"heart"
"5280","complex",257,50,2,"heart"
"5281","linear",50,100,2,"heart"
"5282","rbf",50,100,2,"heart"
"5283","matern32",50,100,2,"heart"
"5284","complex",50,100,2,"heart"
"5285","linear",100,100,2,"heart"
"5286","rbf",100,100,2,"heart"
"5287","matern32",100,100,2,"heart"
"5288","complex",100,100,2,"heart"
"5289","linear",150,100,2,"heart"
"5290","rbf",150,100,2,"heart"
"5291","matern32",150,100,2,"heart"
"5292","complex",150,100,2,"heart"
"5293","linear",257,100,2,"heart"
"5294","rbf",257,100,2,"heart"
"5295","matern32",257,100,2,"heart"
"5296","complex",257,100,2,"heart"
"5297","linear",50,200,2,"heart"
"5298","rbf",50,200,2,"heart"
"5299","matern32",50,200,2,"heart"
"5300","complex",50,200,2,"heart"
"5301","linear",100,200,2,"heart"
"5302","rbf",100,200,2,"heart"
"5303","matern32",100,200,2,"heart"
"5304","complex",100,200,2,"heart"
"5305","linear",150,200,2,"heart"
"5306","rbf",150,200,2,"heart"
"5307","matern32",150,200,2,"heart"
"5308","complex",150,200,2,"heart"
"5309","linear",257,200,2,"heart"
"5310","rbf",257,200,2,"heart"
"5311","matern32",257,200,2,"heart"
"5312","complex",257,200,2,"heart"
"5313","linear",50,25,3,"heart"
"5314","rbf",50,25,3,"heart"
"5315","matern32",50,25,3,"heart"
"5316","complex",50,25,3,"heart"
"5317","linear",100,25,3,"heart"
"5318","rbf",100,25,3,"heart"
"5319","matern32",100,25,3,"heart"
"5320","complex",100,25,3,"heart"
"5321","linear",150,25,3,"heart"
"5322","rbf",150,25,3,"heart"
"5323","matern32",150,25,3,"heart"
"5324","complex",150,25,3,"heart"
"5325","linear",257,25,3,"heart"
"5326","rbf",257,25,3,"heart"
"5327","matern32",257,25,3,"heart"
"5328","complex",257,25,3,"heart"
"5329","linear",50,50,3,"heart"
"5330","rbf",50,50,3,"heart"
"5331","matern32",50,50,3,"heart"
"5332","complex",50,50,3,"heart"
"5333","linear",100,50,3,"heart"
"5334","rbf",100,50,3,"heart"
"5335","matern32",100,50,3,"heart"
"5336","complex",100,50,3,"heart"
"5337","linear",150,50,3,"heart"
"5338","rbf",150,50,3,"heart"
"5339","matern32",150,50,3,"heart"
"5340","complex",150,50,3,"heart"
"5341","linear",257,50,3,"heart"
"5342","rbf",257,50,3,"heart"
"5343","matern32",257,50,3,"heart"
"5344","complex",257,50,3,"heart"
"5345","linear",50,100,3,"heart"
"5346","rbf",50,100,3,"heart"
"5347","matern32",50,100,3,"heart"
"5348","complex",50,100,3,"heart"
"5349","linear",100,100,3,"heart"
"5350","rbf",100,100,3,"heart"
"5351","matern32",100,100,3,"heart"
"5352","complex",100,100,3,"heart"
"5353","linear",150,100,3,"heart"
"5354","rbf",150,100,3,"heart"
"5355","matern32",150,100,3,"heart"
"5356","complex",150,100,3,"heart"
"5357","linear",257,100,3,"heart"
"5358","rbf",257,100,3,"heart"
"5359","matern32",257,100,3,"heart"
"5360","complex",257,100,3,"heart"
"5361","linear",50,200,3,"heart"
"5362","rbf",50,200,3,"heart"
"5363","matern32",50,200,3,"heart"
"5364","complex",50,200,3,"heart"
"5365","linear",100,200,3,"heart"
"5366","rbf",100,200,3,"heart"
"5367","matern32",100,200,3,"heart"
"5368","complex",100,200,3,"heart"
"5369","linear",150,200,3,"heart"
"5370","rbf",150,200,3,"heart"
"5371","matern32",150,200,3,"heart"
"5372","complex",150,200,3,"heart"
"5373","linear",257,200,3,"heart"
"5374","rbf",257,200,3,"heart"
"5375","matern32",257,200,3,"heart"
"5376","complex",257,200,3,"heart"
"5377","linear",50,25,4,"heart"
"5378","rbf",50,25,4,"heart"
"5379","matern32",50,25,4,"heart"
"5380","complex",50,25,4,"heart"
"5381","linear",100,25,4,"heart"
"5382","rbf",100,25,4,"heart"
"5383","matern32",100,25,4,"heart"
"5384","complex",100,25,4,"heart"
"5385","linear",150,25,4,"heart"
"5386","rbf",150,25,4,"heart"
"5387","matern32",150,25,4,"heart"
"5388","complex",150,25,4,"heart"
"5389","linear",257,25,4,"heart"
"5390","rbf",257,25,4,"heart"
"5391","matern32",257,25,4,"heart"
"5392","complex",257,25,4,"heart"
"5393","linear",50,50,4,"heart"
"5394","rbf",50,50,4,"heart"
"5395","matern32",50,50,4,"heart"
"5396","complex",50,50,4,"heart"
"5397","linear",100,50,4,"heart"
"5398","rbf",100,50,4,"heart"
"5399","matern32",100,50,4,"heart"
"5400","complex",100,50,4,"heart"
"5401","linear",150,50,4,"heart"
"5402","rbf",150,50,4,"heart"
"5403","matern32",150,50,4,"heart"
"5404","complex",150,50,4,"heart"
"5405","linear",257,50,4,"heart"
"5406","rbf",257,50,4,"heart"
"5407","matern32",257,50,4,"heart"
"5408","complex",257,50,4,"heart"
"5409","linear",50,100,4,"heart"
"5410","rbf",50,100,4,"heart"
"5411","matern32",50,100,4,"heart"
"5412","complex",50,100,4,"heart"
"5413","linear",100,100,4,"heart"
"5414","rbf",100,100,4,"heart"
"5415","matern32",100,100,4,"heart"
"5416","complex",100,100,4,"heart"
"5417","linear",150,100,4,"heart"
"5418","rbf",150,100,4,"heart"
"5419","matern32",150,100,4,"heart"
"5420","complex",150,100,4,"heart"
"5421","linear",257,100,4,"heart"
"5422","rbf",257,100,4,"heart"
"5423","matern32",257,100,4,"heart"
"5424","complex",257,100,4,"heart"
"5425","linear",50,200,4,"heart"
"5426","rbf",50,200,4,"heart"
"5427","matern32",50,200,4,"heart"
"5428","complex",50,200,4,"heart"
"5429","linear",100,200,4,"heart"
"5430","rbf",100,200,4,"heart"
"5431","matern32",100,200,4,"heart"
"5432","complex",100,200,4,"heart"
"5433","linear",150,200,4,"heart"
"5434","rbf",150,200,4,"heart"
"5435","matern32",150,200,4,"heart"
"5436","complex",150,200,4,"heart"
"5437","linear",257,200,4,"heart"
"5438","rbf",257,200,4,"heart"
"5439","matern32",257,200,4,"heart"
"5440","complex",257,200,4,"heart"
"5441","linear",50,25,5,"heart"
"5442","rbf",50,25,5,"heart"
"5443","matern32",50,25,5,"heart"
"5444","complex",50,25,5,"heart"
"5445","linear",100,25,5,"heart"
"5446","rbf",100,25,5,"heart"
"5447","matern32",100,25,5,"heart"
"5448","complex",100,25,5,"heart"
"5449","linear",150,25,5,"heart"
"5450","rbf",150,25,5,"heart"
"5451","matern32",150,25,5,"heart"
"5452","complex",150,25,5,"heart"
"5453","linear",257,25,5,"heart"
"5454","rbf",257,25,5,"heart"
"5455","matern32",257,25,5,"heart"
"5456","complex",257,25,5,"heart"
"5457","linear",50,50,5,"heart"
"5458","rbf",50,50,5,"heart"
"5459","matern32",50,50,5,"heart"
"5460","complex",50,50,5,"heart"
"5461","linear",100,50,5,"heart"
"5462","rbf",100,50,5,"heart"
"5463","matern32",100,50,5,"heart"
"5464","complex",100,50,5,"heart"
"5465","linear",150,50,5,"heart"
"5466","rbf",150,50,5,"heart"
"5467","matern32",150,50,5,"heart"
"5468","complex",150,50,5,"heart"
"5469","linear",257,50,5,"heart"
"5470","rbf",257,50,5,"heart"
"5471","matern32",257,50,5,"heart"
"5472","complex",257,50,5,"heart"
"5473","linear",50,100,5,"heart"
"5474","rbf",50,100,5,"heart"
"5475","matern32",50,100,5,"heart"
"5476","complex",50,100,5,"heart"
"5477","linear",100,100,5,"heart"
"5478","rbf",100,100,5,"heart"
"5479","matern32",100,100,5,"heart"
"5480","complex",100,100,5,"heart"
"5481","linear",150,100,5,"heart"
"5482","rbf",150,100,5,"heart"
"5483","matern32",150,100,5,"heart"
"5484","complex",150,100,5,"heart"
"5485","linear",257,100,5,"heart"
"5486","rbf",257,100,5,"heart"
"5487","matern32",257,100,5,"heart"
"5488","complex",257,100,5,"heart"
"5489","linear",50,200,5,"heart"
"5490","rbf",50,200,5,"heart"
"5491","matern32",50,200,5,"heart"
"5492","complex",50,200,5,"heart"
"5493","linear",100,200,5,"heart"
"5494","rbf",100,200,5,"heart"
"5495","matern32",100,200,5,"heart"
"5496","complex",100,200,5,"heart"
"5497","linear",150,200,5,"heart"
"5498","rbf",150,200,5,"heart"
"5499","matern32",150,200,5,"heart"
"5500","complex",150,200,5,"heart"
"5501","linear",257,200,5,"heart"
"5502","rbf",257,200,5,"heart"
"5503","matern32",257,200,5,"heart"
"5504","complex",257,200,5,"heart"
"5505","linear",50,25,6,"heart"
"5506","rbf",50,25,6,"heart"
"5507","matern32",50,25,6,"heart"
"5508","complex",50,25,6,"heart"
"5509","linear",100,25,6,"heart"
"5510","rbf",100,25,6,"heart"
"5511","matern32",100,25,6,"heart"
"5512","complex",100,25,6,"heart"
"5513","linear",150,25,6,"heart"
"5514","rbf",150,25,6,"heart"
"5515","matern32",150,25,6,"heart"
"5516","complex",150,25,6,"heart"
"5517","linear",257,25,6,"heart"
"5518","rbf",257,25,6,"heart"
"5519","matern32",257,25,6,"heart"
"5520","complex",257,25,6,"heart"
"5521","linear",50,50,6,"heart"
"5522","rbf",50,50,6,"heart"
"5523","matern32",50,50,6,"heart"
"5524","complex",50,50,6,"heart"
"5525","linear",100,50,6,"heart"
"5526","rbf",100,50,6,"heart"
"5527","matern32",100,50,6,"heart"
"5528","complex",100,50,6,"heart"
"5529","linear",150,50,6,"heart"
"5530","rbf",150,50,6,"heart"
"5531","matern32",150,50,6,"heart"
"5532","complex",150,50,6,"heart"
"5533","linear",257,50,6,"heart"
"5534","rbf",257,50,6,"heart"
"5535","matern32",257,50,6,"heart"
"5536","complex",257,50,6,"heart"
"5537","linear",50,100,6,"heart"
"5538","rbf",50,100,6,"heart"
"5539","matern32",50,100,6,"heart"
"5540","complex",50,100,6,"heart"
"5541","linear",100,100,6,"heart"
"5542","rbf",100,100,6,"heart"
"5543","matern32",100,100,6,"heart"
"5544","complex",100,100,6,"heart"
"5545","linear",150,100,6,"heart"
"5546","rbf",150,100,6,"heart"
"5547","matern32",150,100,6,"heart"
"5548","complex",150,100,6,"heart"
"5549","linear",257,100,6,"heart"
"5550","rbf",257,100,6,"heart"
"5551","matern32",257,100,6,"heart"
"5552","complex",257,100,6,"heart"
"5553","linear",50,200,6,"heart"
"5554","rbf",50,200,6,"heart"
"5555","matern32",50,200,6,"heart"
"5556","complex",50,200,6,"heart"
"5557","linear",100,200,6,"heart"
"5558","rbf",100,200,6,"heart"
"5559","matern32",100,200,6,"heart"
"5560","complex",100,200,6,"heart"
"5561","linear",150,200,6,"heart"
"5562","rbf",150,200,6,"heart"
"5563","matern32",150,200,6,"heart"
"5564","complex",150,200,6,"heart"
"5565","linear",257,200,6,"heart"
"5566","rbf",257,200,6,"heart"
"5567","matern32",257,200,6,"heart"
"5568","complex",257,200,6,"heart"
"5569","linear",50,25,7,"heart"
"5570","rbf",50,25,7,"heart"
"5571","matern32",50,25,7,"heart"
"5572","complex",50,25,7,"heart"
"5573","linear",100,25,7,"heart"
"5574","rbf",100,25,7,"heart"
"5575","matern32",100,25,7,"heart"
"5576","complex",100,25,7,"heart"
"5577","linear",150,25,7,"heart"
"5578","rbf",150,25,7,"heart"
"5579","matern32",150,25,7,"heart"
"5580","complex",150,25,7,"heart"
"5581","linear",257,25,7,"heart"
"5582","rbf",257,25,7,"heart"
"5583","matern32",257,25,7,"heart"
"5584","complex",257,25,7,"heart"
"5585","linear",50,50,7,"heart"
"5586","rbf",50,50,7,"heart"
"5587","matern32",50,50,7,"heart"
"5588","complex",50,50,7,"heart"
"5589","linear",100,50,7,"heart"
"5590","rbf",100,50,7,"heart"
"5591","matern32",100,50,7,"heart"
"5592","complex",100,50,7,"heart"
"5593","linear",150,50,7,"heart"
"5594","rbf",150,50,7,"heart"
"5595","matern32",150,50,7,"heart"
"5596","complex",150,50,7,"heart"
"5597","linear",257,50,7,"heart"
"5598","rbf",257,50,7,"heart"
"5599","matern32",257,50,7,"heart"
"5600","complex",257,50,7,"heart"
"5601","linear",50,100,7,"heart"
"5602","rbf",50,100,7,"heart"
"5603","matern32",50,100,7,"heart"
"5604","complex",50,100,7,"heart"
"5605","linear",100,100,7,"heart"
"5606","rbf",100,100,7,"heart"
"5607","matern32",100,100,7,"heart"
"5608","complex",100,100,7,"heart"
"5609","linear",150,100,7,"heart"
"5610","rbf",150,100,7,"heart"
"5611","matern32",150,100,7,"heart"
"5612","complex",150,100,7,"heart"
"5613","linear",257,100,7,"heart"
"5614","rbf",257,100,7,"heart"
"5615","matern32",257,100,7,"heart"
"5616","complex",257,100,7,"heart"
"5617","linear",50,200,7,"heart"
"5618","rbf",50,200,7,"heart"
"5619","matern32",50,200,7,"heart"
"5620","complex",50,200,7,"heart"
"5621","linear",100,200,7,"heart"
"5622","rbf",100,200,7,"heart"
"5623","matern32",100,200,7,"heart"
"5624","complex",100,200,7,"heart"
"5625","linear",150,200,7,"heart"
"5626","rbf",150,200,7,"heart"
"5627","matern32",150,200,7,"heart"
"5628","complex",150,200,7,"heart"
"5629","linear",257,200,7,"heart"
"5630","rbf",257,200,7,"heart"
"5631","matern32",257,200,7,"heart"
"5632","complex",257,200,7,"heart"
"5633","linear",50,25,8,"heart"
"5634","rbf",50,25,8,"heart"
"5635","matern32",50,25,8,"heart"
"5636","complex",50,25,8,"heart"
"5637","linear",100,25,8,"heart"
"5638","rbf",100,25,8,"heart"
"5639","matern32",100,25,8,"heart"
"5640","complex",100,25,8,"heart"
"5641","linear",150,25,8,"heart"
"5642","rbf",150,25,8,"heart"
"5643","matern32",150,25,8,"heart"
"5644","complex",150,25,8,"heart"
"5645","linear",257,25,8,"heart"
"5646","rbf",257,25,8,"heart"
"5647","matern32",257,25,8,"heart"
