"name","n","dim","i","data"
"complex",200,50,15,"adult"
"linear",500,50,15,"adult"
"rbf",500,50,15,"adult"
"matern32",500,50,15,"adult"
"complex",500,50,15,"adult"
"linear",1000,50,15,"adult"
"rbf",1000,50,15,"adult"
"matern32",1000,50,15,"adult"
"complex",1000,50,15,"adult"
"linear",100,100,15,"adult"
"rbf",100,100,15,"adult"
"matern32",100,100,15,"adult"
"complex",100,100,15,"adult"
"linear",200,100,15,"adult"
"rbf",200,100,15,"adult"
"matern32",200,100,15,"adult"
"complex",200,100,15,"adult"
"linear",500,100,15,"adult"
"rbf",500,100,15,"adult"
"matern32",500,100,15,"adult"
"complex",500,100,15,"adult"
"linear",1000,100,15,"adult"
"rbf",1000,100,15,"adult"
"matern32",1000,100,15,"adult"
"complex",1000,100,15,"adult"
"linear",100,25,16,"adult"
"rbf",100,25,16,"adult"
"matern32",100,25,16,"adult"
"complex",100,25,16,"adult"
"linear",200,25,16,"adult"
"rbf",200,25,16,"adult"
"matern32",200,25,16,"adult"
"complex",200,25,16,"adult"
"linear",500,25,16,"adult"
"rbf",500,25,16,"adult"
"matern32",500,25,16,"adult"
"complex",500,25,16,"adult"
"linear",1000,25,16,"adult"
"rbf",1000,25,16,"adult"
"matern32",1000,25,16,"adult"
"complex",1000,25,16,"adult"
"linear",100,50,16,"adult"
"rbf",100,50,16,"adult"
"matern32",100,50,16,"adult"
"complex",100,50,16,"adult"
"linear",200,50,16,"adult"
"rbf",200,50,16,"adult"
"matern32",200,50,16,"adult"
"complex",200,50,16,"adult"
"linear",500,50,16,"adult"
"rbf",500,50,16,"adult"
"matern32",500,50,16,"adult"
"complex",500,50,16,"adult"
"linear",1000,50,16,"adult"
"rbf",1000,50,16,"adult"
"matern32",1000,50,16,"adult"
"complex",1000,50,16,"adult"
"linear",100,100,16,"adult"
"rbf",100,100,16,"adult"
"matern32",100,100,16,"adult"
"complex",100,100,16,"adult"
"linear",200,100,16,"adult"
"rbf",200,100,16,"adult"
"matern32",200,100,16,"adult"
"complex",200,100,16,"adult"
"linear",500,100,16,"adult"
"rbf",500,100,16,"adult"
"matern32",500,100,16,"adult"
"complex",500,100,16,"adult"
"linear",1000,100,16,"adult"
"rbf",1000,100,16,"adult"
"matern32",1000,100,16,"adult"
"complex",1000,100,16,"adult"
"linear",100,25,17,"adult"
"rbf",100,25,17,"adult"
"matern32",100,25,17,"adult"
"complex",100,25,17,"adult"
"linear",200,25,17,"adult"
"rbf",200,25,17,"adult"
"matern32",200,25,17,"adult"
"complex",200,25,17,"adult"
"linear",500,25,17,"adult"
"rbf",500,25,17,"adult"
"matern32",500,25,17,"adult"
"complex",500,25,17,"adult"
"linear",1000,25,17,"adult"
"rbf",1000,25,17,"adult"
"matern32",1000,25,17,"adult"
"complex",1000,25,17,"adult"
"linear",100,50,17,"adult"
"rbf",100,50,17,"adult"
"matern32",100,50,17,"adult"
"complex",100,50,17,"adult"
"linear",200,50,17,"adult"
"rbf",200,50,17,"adult"
"matern32",200,50,17,"adult"
"complex",200,50,17,"adult"
"linear",500,50,17,"adult"
"rbf",500,50,17,"adult"
"matern32",500,50,17,"adult"
"complex",500,50,17,"adult"
"linear",1000,50,17,"adult"
"rbf",1000,50,17,"adult"
"matern32",1000,50,17,"adult"
"complex",1000,50,17,"adult"
"linear",100,100,17,"adult"
"rbf",100,100,17,"adult"
"matern32",100,100,17,"adult"
"complex",100,100,17,"adult"
"linear",200,100,17,"adult"
"rbf",200,100,17,"adult"
"matern32",200,100,17,"adult"
"complex",200,100,17,"adult"
"linear",500,100,17,"adult"
"rbf",500,100,17,"adult"
"matern32",500,100,17,"adult"
"complex",500,100,17,"adult"
"linear",1000,100,17,"adult"
"rbf",1000,100,17,"adult"
"matern32",1000,100,17,"adult"
"complex",1000,100,17,"adult"
"linear",100,25,18,"adult"
"rbf",100,25,18,"adult"
"matern32",100,25,18,"adult"
"complex",100,25,18,"adult"
"linear",200,25,18,"adult"
"rbf",200,25,18,"adult"
"matern32",200,25,18,"adult"
"complex",200,25,18,"adult"
"linear",500,25,18,"adult"
"rbf",500,25,18,"adult"
"matern32",500,25,18,"adult"
"complex",500,25,18,"adult"
"linear",1000,25,18,"adult"
"rbf",1000,25,18,"adult"
"matern32",1000,25,18,"adult"
"complex",1000,25,18,"adult"
"linear",100,50,18,"adult"
"rbf",100,50,18,"adult"
"matern32",100,50,18,"adult"
"complex",100,50,18,"adult"
"linear",200,50,18,"adult"
"rbf",200,50,18,"adult"
"matern32",200,50,18,"adult"
"complex",200,50,18,"adult"
"linear",500,50,18,"adult"
"rbf",500,50,18,"adult"
"matern32",500,50,18,"adult"
"complex",500,50,18,"adult"
"linear",1000,50,18,"adult"
"rbf",1000,50,18,"adult"
"matern32",1000,50,18,"adult"
"complex",1000,50,18,"adult"
"linear",100,100,18,"adult"
"rbf",100,100,18,"adult"
"matern32",100,100,18,"adult"
"complex",100,100,18,"adult"
"linear",200,100,18,"adult"
"rbf",200,100,18,"adult"
"matern32",200,100,18,"adult"
"complex",200,100,18,"adult"
"linear",500,100,18,"adult"
"rbf",500,100,18,"adult"
"matern32",500,100,18,"adult"
"complex",500,100,18,"adult"
"linear",1000,100,18,"adult"
"rbf",1000,100,18,"adult"
"matern32",1000,100,18,"adult"
"complex",1000,100,18,"adult"
"linear",100,25,19,"adult"
"rbf",100,25,19,"adult"
"matern32",100,25,19,"adult"
"complex",100,25,19,"adult"
"linear",200,25,19,"adult"
"rbf",200,25,19,"adult"
"matern32",200,25,19,"adult"
"complex",200,25,19,"adult"
"linear",500,25,19,"adult"
"rbf",500,25,19,"adult"
"matern32",500,25,19,"adult"
"complex",500,25,19,"adult"
"linear",1000,25,19,"adult"
"rbf",1000,25,19,"adult"
"matern32",1000,25,19,"adult"
"complex",1000,25,19,"adult"
"linear",100,50,19,"adult"
"rbf",100,50,19,"adult"
"matern32",100,50,19,"adult"
"complex",100,50,19,"adult"
"linear",200,50,19,"adult"
"rbf",200,50,19,"adult"
"matern32",200,50,19,"adult"
"complex",200,50,19,"adult"
"linear",500,50,19,"adult"
"rbf",500,50,19,"adult"
"matern32",500,50,19,"adult"
"complex",500,50,19,"adult"
"linear",1000,50,19,"adult"
"rbf",1000,50,19,"adult"
"matern32",1000,50,19,"adult"
"complex",1000,50,19,"adult"
"linear",100,100,19,"adult"
"rbf",100,100,19,"adult"
"matern32",100,100,19,"adult"
"complex",100,100,19,"adult"
"linear",200,100,19,"adult"
"rbf",200,100,19,"adult"
"matern32",200,100,19,"adult"
"complex",200,100,19,"adult"
"linear",500,100,19,"adult"
"rbf",500,100,19,"adult"
"matern32",500,100,19,"adult"
"complex",500,100,19,"adult"
"linear",1000,100,19,"adult"
"rbf",1000,100,19,"adult"
"matern32",1000,100,19,"adult"
"complex",1000,100,19,"adult"
"linear",50,25,0,"heart"
"rbf",50,25,0,"heart"
"matern32",50,25,0,"heart"
"complex",50,25,0,"heart"
"linear",100,25,0,"heart"
"rbf",100,25,0,"heart"
"matern32",100,25,0,"heart"
"complex",100,25,0,"heart"
"linear",150,25,0,"heart"
"rbf",150,25,0,"heart"
"matern32",150,25,0,"heart"
"complex",150,25,0,"heart"
"linear",257,25,0,"heart"
"rbf",257,25,0,"heart"
"matern32",257,25,0,"heart"
"complex",257,25,0,"heart"
"linear",50,50,0,"heart"
"rbf",50,50,0,"heart"
"matern32",50,50,0,"heart"
"complex",50,50,0,"heart"
"linear",100,50,0,"heart"
"rbf",100,50,0,"heart"
"matern32",100,50,0,"heart"
"complex",100,50,0,"heart"
"linear",150,50,0,"heart"
"rbf",150,50,0,"heart"
"matern32",150,50,0,"heart"
"complex",150,50,0,"heart"
"linear",257,50,0,"heart"
"rbf",257,50,0,"heart"
"matern32",257,50,0,"heart"
"complex",257,50,0,"heart"
"linear",50,100,0,"heart"
"rbf",50,100,0,"heart"
"matern32",50,100,0,"heart"
"complex",50,100,0,"heart"
"linear",100,100,0,"heart"
"rbf",100,100,0,"heart"
"matern32",100,100,0,"heart"
"complex",100,100,0,"heart"
"linear",150,100,0,"heart"
"rbf",150,100,0,"heart"
"matern32",150,100,0,"heart"
"complex",150,100,0,"heart"
"linear",257,100,0,"heart"
"rbf",257,100,0,"heart"
"matern32",257,100,0,"heart"
"complex",257,100,0,"heart"
"linear",50,25,1,"heart"
"rbf",50,25,1,"heart"
"matern32",50,25,1,"heart"
"complex",50,25,1,"heart"
"linear",100,25,1,"heart"
"rbf",100,25,1,"heart"
"matern32",100,25,1,"heart"
"complex",100,25,1,"heart"
"linear",150,25,1,"heart"
"rbf",150,25,1,"heart"
"matern32",150,25,1,"heart"
"complex",150,25,1,"heart"
"linear",257,25,1,"heart"
"rbf",257,25,1,"heart"
"matern32",257,25,1,"heart"
"complex",257,25,1,"heart"
"linear",50,50,1,"heart"
"rbf",50,50,1,"heart"
"matern32",50,50,1,"heart"
"complex",50,50,1,"heart"
"linear",100,50,1,"heart"
"rbf",100,50,1,"heart"
"matern32",100,50,1,"heart"
"complex",100,50,1,"heart"
"linear",150,50,1,"heart"
"rbf",150,50,1,"heart"
"matern32",150,50,1,"heart"
"complex",150,50,1,"heart"
"linear",257,50,1,"heart"
"rbf",257,50,1,"heart"
"matern32",257,50,1,"heart"
"complex",257,50,1,"heart"
"linear",50,100,1,"heart"
"rbf",50,100,1,"heart"
"matern32",50,100,1,"heart"
"complex",50,100,1,"heart"
"linear",100,100,1,"heart"
"rbf",100,100,1,"heart"
"matern32",100,100,1,"heart"
"complex",100,100,1,"heart"
"linear",150,100,1,"heart"
"rbf",150,100,1,"heart"
"matern32",150,100,1,"heart"
"complex",150,100,1,"heart"
"linear",257,100,1,"heart"
"rbf",257,100,1,"heart"
"matern32",257,100,1,"heart"
"complex",257,100,1,"heart"
"linear",50,25,2,"heart"
"rbf",50,25,2,"heart"
"matern32",50,25,2,"heart"
"complex",50,25,2,"heart"
"linear",100,25,2,"heart"
"rbf",100,25,2,"heart"
"matern32",100,25,2,"heart"
"complex",100,25,2,"heart"
"linear",150,25,2,"heart"
"rbf",150,25,2,"heart"
"matern32",150,25,2,"heart"
"complex",150,25,2,"heart"
"linear",257,25,2,"heart"
"rbf",257,25,2,"heart"
"matern32",257,25,2,"heart"
"complex",257,25,2,"heart"
"linear",50,50,2,"heart"
"rbf",50,50,2,"heart"
"matern32",50,50,2,"heart"
"complex",50,50,2,"heart"
"linear",100,50,2,"heart"
"rbf",100,50,2,"heart"
"matern32",100,50,2,"heart"
"complex",100,50,2,"heart"
"linear",150,50,2,"heart"
"rbf",150,50,2,"heart"
"matern32",150,50,2,"heart"
"complex",150,50,2,"heart"
"linear",257,50,2,"heart"
"rbf",257,50,2,"heart"
"matern32",257,50,2,"heart"
"complex",257,50,2,"heart"
"linear",50,100,2,"heart"
"rbf",50,100,2,"heart"
"matern32",50,100,2,"heart"
"complex",50,100,2,"heart"
"linear",100,100,2,"heart"
"rbf",100,100,2,"heart"
"matern32",100,100,2,"heart"
"complex",100,100,2,"heart"
"linear",150,100,2,"heart"
"rbf",150,100,2,"heart"
"matern32",150,100,2,"heart"
"complex",150,100,2,"heart"
"linear",257,100,2,"heart"
"rbf",257,100,2,"heart"
"matern32",257,100,2,"heart"
"complex",257,100,2,"heart"
"linear",50,25,3,"heart"
"rbf",50,25,3,"heart"
"matern32",50,25,3,"heart"
"complex",50,25,3,"heart"
"linear",100,25,3,"heart"
"rbf",100,25,3,"heart"
"matern32",100,25,3,"heart"
"complex",100,25,3,"heart"
"linear",150,25,3,"heart"
"rbf",150,25,3,"heart"
"matern32",150,25,3,"heart"
"complex",150,25,3,"heart"
"linear",257,25,3,"heart"
"rbf",257,25,3,"heart"
"matern32",257,25,3,"heart"
"complex",257,25,3,"heart"
"linear",50,50,3,"heart"
"rbf",50,50,3,"heart"
"matern32",50,50,3,"heart"
"complex",50,50,3,"heart"
"linear",100,50,3,"heart"
"rbf",100,50,3,"heart"
"matern32",100,50,3,"heart"
"complex",100,50,3,"heart"
"linear",150,50,3,"heart"
"rbf",150,50,3,"heart"
"matern32",150,50,3,"heart"
"complex",150,50,3,"heart"
"linear",257,50,3,"heart"
"rbf",257,50,3,"heart"
"matern32",257,50,3,"heart"
"complex",257,50,3,"heart"
"linear",50,100,3,"heart"
"rbf",50,100,3,"heart"
"matern32",50,100,3,"heart"
"complex",50,100,3,"heart"
"linear",100,100,3,"heart"
"rbf",100,100,3,"heart"
"matern32",100,100,3,"heart"
"complex",100,100,3,"heart"
"linear",150,100,3,"heart"
"rbf",150,100,3,"heart"
"matern32",150,100,3,"heart"
"complex",150,100,3,"heart"
"linear",257,100,3,"heart"
"rbf",257,100,3,"heart"
"matern32",257,100,3,"heart"
"complex",257,100,3,"heart"
"linear",50,25,4,"heart"
"rbf",50,25,4,"heart"
"matern32",50,25,4,"heart"
"complex",50,25,4,"heart"
"linear",100,25,4,"heart"
"rbf",100,25,4,"heart"
"matern32",100,25,4,"heart"
"complex",100,25,4,"heart"
"linear",150,25,4,"heart"
"rbf",150,25,4,"heart"
"matern32",150,25,4,"heart"
"complex",150,25,4,"heart"
"linear",257,25,4,"heart"
"rbf",257,25,4,"heart"
"matern32",257,25,4,"heart"
"complex",257,25,4,"heart"
"linear",50,50,4,"heart"
"rbf",50,50,4,"heart"
"matern32",50,50,4,"heart"
"complex",50,50,4,"heart"
"linear",100,50,4,"heart"
"rbf",100,50,4,"heart"
"matern32",100,50,4,"heart"
"complex",100,50,4,"heart"
"linear",150,50,4,"heart"
"rbf",150,50,4,"heart"
"matern32",150,50,4,"heart"
"complex",150,50,4,"heart"
"linear",257,50,4,"heart"
"rbf",257,50,4,"heart"
"matern32",257,50,4,"heart"
"complex",257,50,4,"heart"
"linear",50,100,4,"heart"
"rbf",50,100,4,"heart"
"matern32",50,100,4,"heart"
"complex",50,100,4,"heart"
"linear",100,100,4,"heart"
"rbf",100,100,4,"heart"
"matern32",100,100,4,"heart"
"complex",100,100,4,"heart"
"linear",150,100,4,"heart"
"rbf",150,100,4,"heart"
"matern32",150,100,4,"heart"
"complex",150,100,4,"heart"
"linear",257,100,4,"heart"
"rbf",257,100,4,"heart"
"matern32",257,100,4,"heart"
"complex",257,100,4,"heart"
"linear",50,25,5,"heart"
"rbf",50,25,5,"heart"
"matern32",50,25,5,"heart"
"complex",50,25,5,"heart"
"linear",100,25,5,"heart"
"rbf",100,25,5,"heart"
"matern32",100,25,5,"heart"
"complex",100,25,5,"heart"
"linear",150,25,5,"heart"
"rbf",150,25,5,"heart"
"matern32",150,25,5,"heart"
"complex",150,25,5,"heart"
"linear",257,25,5,"heart"
"rbf",257,25,5,"heart"
"matern32",257,25,5,"heart"
"complex",257,25,5,"heart"
"linear",50,50,5,"heart"
"rbf",50,50,5,"heart"
"matern32",50,50,5,"heart"
"complex",50,50,5,"heart"
"linear",100,50,5,"heart"
"rbf",100,50,5,"heart"
"matern32",100,50,5,"heart"
"complex",100,50,5,"heart"
"linear",150,50,5,"heart"
"rbf",150,50,5,"heart"
"matern32",150,50,5,"heart"
"complex",150,50,5,"heart"
"linear",257,50,5,"heart"
"rbf",257,50,5,"heart"
"matern32",257,50,5,"heart"
"complex",257,50,5,"heart"
"linear",50,100,5,"heart"
"rbf",50,100,5,"heart"
"matern32",50,100,5,"heart"
"complex",50,100,5,"heart"
"linear",100,100,5,"heart"
"rbf",100,100,5,"heart"
"matern32",100,100,5,"heart"
"complex",100,100,5,"heart"
"linear",150,100,5,"heart"
"rbf",150,100,5,"heart"
"matern32",150,100,5,"heart"
"complex",150,100,5,"heart"
"linear",257,100,5,"heart"
"rbf",257,100,5,"heart"
"matern32",257,100,5,"heart"
"complex",257,100,5,"heart"
"linear",50,25,6,"heart"
"rbf",50,25,6,"heart"
"matern32",50,25,6,"heart"
"complex",50,25,6,"heart"
"linear",100,25,6,"heart"
"rbf",100,25,6,"heart"
"matern32",100,25,6,"heart"
"complex",100,25,6,"heart"
"linear",150,25,6,"heart"
"rbf",150,25,6,"heart"
"matern32",150,25,6,"heart"
"complex",150,25,6,"heart"
"linear",257,25,6,"heart"
"rbf",257,25,6,"heart"
"matern32",257,25,6,"heart"
"complex",257,25,6,"heart"
"linear",50,50,6,"heart"
"rbf",50,50,6,"heart"
"matern32",50,50,6,"heart"
"complex",50,50,6,"heart"
"linear",100,50,6,"heart"
"rbf",100,50,6,"heart"
"matern32",100,50,6,"heart"
"complex",100,50,6,"heart"
"linear",150,50,6,"heart"
"rbf",150,50,6,"heart"
"matern32",150,50,6,"heart"
"complex",150,50,6,"heart"
"linear",257,50,6,"heart"
"rbf",257,50,6,"heart"
"matern32",257,50,6,"heart"
"complex",257,50,6,"heart"
"linear",50,100,6,"heart"
"rbf",50,100,6,"heart"
"matern32",50,100,6,"heart"
"complex",50,100,6,"heart"
"linear",100,100,6,"heart"
"rbf",100,100,6,"heart"
"matern32",100,100,6,"heart"
"complex",100,100,6,"heart"
"linear",150,100,6,"heart"
"rbf",150,100,6,"heart"
"matern32",150,100,6,"heart"
"complex",150,100,6,"heart"
"linear",257,100,6,"heart"
"rbf",257,100,6,"heart"
"matern32",257,100,6,"heart"
"complex",257,100,6,"heart"
"linear",50,25,7,"heart"
"rbf",50,25,7,"heart"
"matern32",50,25,7,"heart"
"complex",50,25,7,"heart"
"linear",100,25,7,"heart"
"rbf",100,25,7,"heart"
"matern32",100,25,7,"heart"
"complex",100,25,7,"heart"
"linear",150,25,7,"heart"
"rbf",150,25,7,"heart"
"matern32",150,25,7,"heart"
"complex",150,25,7,"heart"
"linear",257,25,7,"heart"
"rbf",257,25,7,"heart"
"matern32",257,25,7,"heart"
"complex",257,25,7,"heart"
"linear",50,50,7,"heart"
"rbf",50,50,7,"heart"
"matern32",50,50,7,"heart"
"complex",50,50,7,"heart"
"linear",100,50,7,"heart"
"rbf",100,50,7,"heart"
"matern32",100,50,7,"heart"
"complex",100,50,7,"heart"
"linear",150,50,7,"heart"
"rbf",150,50,7,"heart"
"matern32",150,50,7,"heart"
"complex",150,50,7,"heart"
"linear",257,50,7,"heart"
"rbf",257,50,7,"heart"
"matern32",257,50,7,"heart"
"complex",257,50,7,"heart"
"linear",50,100,7,"heart"
"rbf",50,100,7,"heart"
"matern32",50,100,7,"heart"
"complex",50,100,7,"heart"
"linear",100,100,7,"heart"
"rbf",100,100,7,"heart"
"matern32",100,100,7,"heart"
"complex",100,100,7,"heart"
"linear",150,100,7,"heart"
"rbf",150,100,7,"heart"
"matern32",150,100,7,"heart"
"complex",150,100,7,"heart"
"linear",257,100,7,"heart"
"rbf",257,100,7,"heart"
"matern32",257,100,7,"heart"
"complex",257,100,7,"heart"
"linear",50,25,8,"heart"
"rbf",50,25,8,"heart"
"matern32",50,25,8,"heart"
"complex",50,25,8,"heart"
"linear",100,25,8,"heart"
"rbf",100,25,8,"heart"
"matern32",100,25,8,"heart"
"complex",100,25,8,"heart"
"linear",150,25,8,"heart"
"rbf",150,25,8,"heart"
"matern32",150,25,8,"heart"
"complex",150,25,8,"heart"
"linear",257,25,8,"heart"
"rbf",257,25,8,"heart"
"matern32",257,25,8,"heart"
"complex",257,25,8,"heart"
"linear",50,50,8,"heart"
"rbf",50,50,8,"heart"
"matern32",50,50,8,"heart"
"complex",50,50,8,"heart"
"linear",100,50,8,"heart"
"rbf",100,50,8,"heart"
"matern32",100,50,8,"heart"
"complex",100,50,8,"heart"
"linear",150,50,8,"heart"
"rbf",150,50,8,"heart"
"matern32",150,50,8,"heart"
"complex",150,50,8,"heart"
"linear",257,50,8,"heart"
"rbf",257,50,8,"heart"
"matern32",257,50,8,"heart"
"complex",257,50,8,"heart"
"linear",50,100,8,"heart"
"rbf",50,100,8,"heart"
"matern32",50,100,8,"heart"
"complex",50,100,8,"heart"
"linear",100,100,8,"heart"
"rbf",100,100,8,"heart"
"matern32",100,100,8,"heart"
"complex",100,100,8,"heart"
"linear",150,100,8,"heart"
"rbf",150,100,8,"heart"
"matern32",150,100,8,"heart"
"complex",150,100,8,"heart"
"linear",257,100,8,"heart"
"rbf",257,100,8,"heart"
"matern32",257,100,8,"heart"
"complex",257,100,8,"heart"
"linear",50,25,9,"heart"
"rbf",50,25,9,"heart"
"matern32",50,25,9,"heart"
"complex",50,25,9,"heart"
"linear",100,25,9,"heart"
"rbf",100,25,9,"heart"
"matern32",100,25,9,"heart"
"complex",100,25,9,"heart"
"linear",150,25,9,"heart"
"rbf",150,25,9,"heart"
"matern32",150,25,9,"heart"
"complex",150,25,9,"heart"
"linear",257,25,9,"heart"
"rbf",257,25,9,"heart"
"matern32",257,25,9,"heart"
"complex",257,25,9,"heart"
"linear",50,50,9,"heart"
"rbf",50,50,9,"heart"
"matern32",50,50,9,"heart"
"complex",50,50,9,"heart"
"linear",100,50,9,"heart"
"rbf",100,50,9,"heart"
"matern32",100,50,9,"heart"
"complex",100,50,9,"heart"
"linear",150,50,9,"heart"
"rbf",150,50,9,"heart"
"matern32",150,50,9,"heart"
"complex",150,50,9,"heart"
"linear",257,50,9,"heart"
"rbf",257,50,9,"heart"
"matern32",257,50,9,"heart"
"complex",257,50,9,"heart"
"linear",50,100,9,"heart"
"rbf",50,100,9,"heart"
"matern32",50,100,9,"heart"
"complex",50,100,9,"heart"
"linear",100,100,9,"heart"
"rbf",100,100,9,"heart"
"matern32",100,100,9,"heart"
"complex",100,100,9,"heart"
"linear",150,100,9,"heart"
"rbf",150,100,9,"heart"
"matern32",150,100,9,"heart"
"complex",150,100,9,"heart"
"linear",257,100,9,"heart"
"rbf",257,100,9,"heart"
"matern32",257,100,9,"heart"
"complex",257,100,9,"heart"
"linear",50,25,10,"heart"
"rbf",50,25,10,"heart"
"matern32",50,25,10,"heart"
"complex",50,25,10,"heart"
"linear",100,25,10,"heart"
"rbf",100,25,10,"heart"
"matern32",100,25,10,"heart"
"complex",100,25,10,"heart"
"linear",150,25,10,"heart"
"rbf",150,25,10,"heart"
"matern32",150,25,10,"heart"
"complex",150,25,10,"heart"
"linear",257,25,10,"heart"
"rbf",257,25,10,"heart"
"matern32",257,25,10,"heart"
"complex",257,25,10,"heart"
"linear",50,50,10,"heart"
"rbf",50,50,10,"heart"
"matern32",50,50,10,"heart"
"complex",50,50,10,"heart"
"linear",100,50,10,"heart"
"rbf",100,50,10,"heart"
"matern32",100,50,10,"heart"
"complex",100,50,10,"heart"
"linear",150,50,10,"heart"
"rbf",150,50,10,"heart"
"matern32",150,50,10,"heart"
"complex",150,50,10,"heart"
"linear",257,50,10,"heart"
"rbf",257,50,10,"heart"
"matern32",257,50,10,"heart"
"complex",257,50,10,"heart"
"linear",50,100,10,"heart"
"rbf",50,100,10,"heart"
"matern32",50,100,10,"heart"
"complex",50,100,10,"heart"
"linear",100,100,10,"heart"
"rbf",100,100,10,"heart"
"matern32",100,100,10,"heart"
"complex",100,100,10,"heart"
"linear",150,100,10,"heart"
"rbf",150,100,10,"heart"
"matern32",150,100,10,"heart"
"complex",150,100,10,"heart"
"linear",257,100,10,"heart"
"rbf",257,100,10,"heart"
"matern32",257,100,10,"heart"
"complex",257,100,10,"heart"
"linear",50,25,11,"heart"
"rbf",50,25,11,"heart"
"matern32",50,25,11,"heart"
"complex",50,25,11,"heart"
"linear",100,25,11,"heart"
"rbf",100,25,11,"heart"
"matern32",100,25,11,"heart"
"complex",100,25,11,"heart"
"linear",150,25,11,"heart"
"rbf",150,25,11,"heart"
"matern32",150,25,11,"heart"
"complex",150,25,11,"heart"
"linear",257,25,11,"heart"
"rbf",257,25,11,"heart"
"matern32",257,25,11,"heart"
"complex",257,25,11,"heart"
"linear",50,50,11,"heart"
"rbf",50,50,11,"heart"
"matern32",50,50,11,"heart"
"complex",50,50,11,"heart"
"linear",100,50,11,"heart"
"rbf",100,50,11,"heart"
"matern32",100,50,11,"heart"
"complex",100,50,11,"heart"
"linear",150,50,11,"heart"
"rbf",150,50,11,"heart"
"matern32",150,50,11,"heart"
"complex",150,50,11,"heart"
"linear",257,50,11,"heart"
"rbf",257,50,11,"heart"
"matern32",257,50,11,"heart"
"complex",257,50,11,"heart"
"linear",50,100,11,"heart"
"rbf",50,100,11,"heart"
"matern32",50,100,11,"heart"
"complex",50,100,11,"heart"
"linear",100,100,11,"heart"
"rbf",100,100,11,"heart"
"matern32",100,100,11,"heart"
"complex",100,100,11,"heart"
"linear",150,100,11,"heart"
"rbf",150,100,11,"heart"
"matern32",150,100,11,"heart"
"complex",150,100,11,"heart"
"linear",257,100,11,"heart"
"rbf",257,100,11,"heart"
"matern32",257,100,11,"heart"
"complex",257,100,11,"heart"
"linear",50,25,12,"heart"
"rbf",50,25,12,"heart"
"matern32",50,25,12,"heart"
"complex",50,25,12,"heart"
"linear",100,25,12,"heart"
"rbf",100,25,12,"heart"
"matern32",100,25,12,"heart"
"complex",100,25,12,"heart"
"linear",150,25,12,"heart"
"rbf",150,25,12,"heart"
"matern32",150,25,12,"heart"
"complex",150,25,12,"heart"
"linear",257,25,12,"heart"
"rbf",257,25,12,"heart"
"matern32",257,25,12,"heart"
"complex",257,25,12,"heart"
"linear",50,50,12,"heart"
"rbf",50,50,12,"heart"
"matern32",50,50,12,"heart"
"complex",50,50,12,"heart"
"linear",100,50,12,"heart"
"rbf",100,50,12,"heart"
"matern32",100,50,12,"heart"
"complex",100,50,12,"heart"
"linear",150,50,12,"heart"
"rbf",150,50,12,"heart"
"matern32",150,50,12,"heart"
"complex",150,50,12,"heart"
"linear",257,50,12,"heart"
"rbf",257,50,12,"heart"
"matern32",257,50,12,"heart"
"complex",257,50,12,"heart"
"linear",50,100,12,"heart"
"rbf",50,100,12,"heart"
"matern32",50,100,12,"heart"
"complex",50,100,12,"heart"
"linear",100,100,12,"heart"
"rbf",100,100,12,"heart"
"matern32",100,100,12,"heart"
"complex",100,100,12,"heart"
"linear",150,100,12,"heart"
"rbf",150,100,12,"heart"
"matern32",150,100,12,"heart"
"complex",150,100,12,"heart"
"linear",257,100,12,"heart"
"rbf",257,100,12,"heart"
"matern32",257,100,12,"heart"
"complex",257,100,12,"heart"
"linear",50,25,13,"heart"
"rbf",50,25,13,"heart"
"matern32",50,25,13,"heart"
"complex",50,25,13,"heart"
"linear",100,25,13,"heart"
"rbf",100,25,13,"heart"
"matern32",100,25,13,"heart"
"complex",100,25,13,"heart"
"linear",150,25,13,"heart"
"rbf",150,25,13,"heart"
"matern32",150,25,13,"heart"
"complex",150,25,13,"heart"
"linear",257,25,13,"heart"
"rbf",257,25,13,"heart"
"matern32",257,25,13,"heart"
"complex",257,25,13,"heart"
"linear",50,50,13,"heart"
"rbf",50,50,13,"heart"
"matern32",50,50,13,"heart"
"complex",50,50,13,"heart"
"linear",100,50,13,"heart"
"rbf",100,50,13,"heart"
"matern32",100,50,13,"heart"
"complex",100,50,13,"heart"
"linear",150,50,13,"heart"
"rbf",150,50,13,"heart"
"matern32",150,50,13,"heart"
"complex",150,50,13,"heart"
"linear",257,50,13,"heart"
"rbf",257,50,13,"heart"
"matern32",257,50,13,"heart"
"complex",257,50,13,"heart"
"linear",50,100,13,"heart"
"rbf",50,100,13,"heart"
"matern32",50,100,13,"heart"
"complex",50,100,13,"heart"
"linear",100,100,13,"heart"
"rbf",100,100,13,"heart"
"matern32",100,100,13,"heart"
"complex",100,100,13,"heart"
"linear",150,100,13,"heart"
"rbf",150,100,13,"heart"
"matern32",150,100,13,"heart"
"complex",150,100,13,"heart"
"linear",257,100,13,"heart"
"rbf",257,100,13,"heart"
"matern32",257,100,13,"heart"
"complex",257,100,13,"heart"
"linear",50,25,14,"heart"
"rbf",50,25,14,"heart"
"matern32",50,25,14,"heart"
"complex",50,25,14,"heart"
"linear",100,25,14,"heart"
"rbf",100,25,14,"heart"
"matern32",100,25,14,"heart"
"complex",100,25,14,"heart"
"linear",150,25,14,"heart"
